production_companies,title,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Motion Picture KAPPA Produktionsgesellschaft', 'id': 19934}]",Jarhead,
"[{'name': 'Lama Films', 'id': 15}, {'name': 'United King Films', 'id': 16}]",Walk on Water,
"[{'name': 'Revolution Films', 'id': 163}]",9 Songs,
"[{'name': 'United Artists', 'id': 60}, {'name': 'Zoetrope Studios', 'id': 26663}]",Apocalypse Now,
"[{'name': 'Studio 4°C', 'id': 11671}]",Magnetic Rose,
"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",Unforgiven,
"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",The Simpsons Movie,
"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'This Is That Productions', 'id': 10059}, {'name': 'Focus Features', 'id': 10146}]",Eternal Sunshine of the Spotless Mind,
"[{'name': 'Altavista Films', 'id': 5084}, {'name': 'Zeta Film', 'id': 11230}]",Amores perros,
"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]",Pirates of the Caribbean: Dead Man's Chest,
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'DC Comics', 'id': 429}, {'name': 'BenderSpink', 'id': 6363}]",A History of Violence,
"[{'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2001: A Space Odyssey,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]",Twelve Monkeys,
"[{'name': 'Vía Digital', 'id': 357}, {'name': 'Good Machine', 'id': 10565}, {'name': 'El Deseo S.A.', 'id': 11736}, {'name': 'Antena 3 Televisión', 'id': 11737}]",Talk to Her,
"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]",8 Mile,
"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Malpaso Productions', 'id': 171}]",Absolute Power,
"[{'name': 'Lama Films', 'id': 15}, {'name': 'Augustus Film', 'id': 89}, {'name': 'Lama Productions', 'id': 91}, {'name': 'Lumer Films', 'id': 93}, {'name': 'Hazazah Film', 'id': 95}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Razor Film Produktion GmbH', 'id': 703}, {'name': 'Eurimages', 'id': 850}, {'name': 'Nederlands Fonds voor de Film', 'id': 4508}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Medienboard Berlin-Brandenburg', 'id': 7307}]",Paradise Now,
"[{'name': 'Embassy International Pictures', 'id': 10214}]",Brazil,
"[{'name': 'Tree Line Films', 'id': 84}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Catfish Productions', 'id': 86}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Mars Media Beteiligungs', 'id': 6402}]",Walk the Line,
"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Albert S. Ruddy Productions', 'id': 16311}]",Million Dollar Baby,
"[{'name': 'BBC Films', 'id': 288}, {'name': 'Tiger Aspect Productions', 'id': 686}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Arts Council of England', 'id': 718}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'WT2 Productions', 'id': 10462}]",Billy Elliot,
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Turman-Morrissey Company', 'id': 924}, {'name': 'Savoy Pictures', 'id': 11308}]",American History X,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Amblin Entertainment', 'id': 56}]",War of the Worlds,
"[{'name': 'Tim Burton Productions', 'id': 8601}]",Mars Attacks!,
"[{'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Bros.', 'id': 6194}]",Before Sunrise,
"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Team Todd', 'id': 598}, {'name': 'I Remember Productions', 'id': 34446}]",Memento,
"[{'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]",Blade Runner,
"[{'name': 'Beijing New Picture Film Co. Ltd.', 'id': 724}, {'name': 'China Film Co-Production Corporation', 'id': 2269}]",Hero,
"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]",Before Sunset,
"[{'name': 'Topcraft', 'id': 29}]",Nausicaä of the Valley of the Wind,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Motion Picture ETA Produktionsgesellschaft', 'id': 52844}, {'name': 'Foqus Arte Digital', 'id': 52845}, {'name': 'Metropolis Films', 'id': 52846}]",Miami Vice,
"[{'name': 'Plunge Pictures LLC', 'id': 22376}]",Open Water,
"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",Raiders of the Lost Ark,
"[{'name': 'MOOVIE - the art of entertainment GmbH', 'id': 74}, {'name': 'Medienfonds German Film Productions GmbH & Co. KG', 'id': 75}]",The Elementary Particles,
"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",Indiana Jones and the Temple of Doom,
"[{'name': 'Great American Films Limited Partnership', 'id': 137}, {'name': 'Vestron Pictures', 'id': 12360}]",Dirty Dancing,
"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",Indiana Jones and the Last Crusade,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}]",Beverly Hills Cop,
"[{'name': 'Ramón Acín', 'id': 85869}]",Land Without Bread,
[],Megacities,
"[{'name': 'Columbia Pictures', 'id': 5}]",Anatomy of a Murder,
"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Valhalla Motion Pictures', 'id': 11533}]",Armageddon,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",Beverly Hills Cop II,
"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Lisberger/Kushner', 'id': 558}]",Tron,
"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Mill Film', 'id': 21904}, {'name': 'C & L', 'id': 21905}, {'name': 'Dawliz', 'id': 21906}]",Gladiator,
"[{'name': 'Renn Productions', 'id': 82}, {'name': 'France 2 Cinéma', 'id': 83}]",All About My Mother,
"[{'name': 'Handmade Films Ltd.', 'id': 146}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'SKA Films', 'id': 13419}, {'name': 'The Steve Tisch Company', 'id': 21920}]","Lock, Stock and Two Smoking Barrels",
"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gaumont', 'id': 9}]",Leon: The Professional,
"[{'name': 'Zentropa Entertainments', 'id': 76}]",Open Hearts,
"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Italo/Judeo Productions', 'id': 46059}, {'name': 'Bill/Phillips', 'id': 46060}]",Taxi Driver,
"[{'name': 'X-Filme Creative Pool', 'id': 1972}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]",Run Lola Run,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",Back to the Future,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Amercent Films', 'id': 5263}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}]",Predator,
"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'SKA Films', 'id': 13419}]",Snatch,
"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'CED Productions', 'id': 1610}]",Three Colors: Blue,
"[{'name': 'Le Studio Canal+', 'id': 183}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Eurimages', 'id': 850}]",Three Colors: White,
"[{'name': 'Zespół Filmowy TOR', 'id': 38}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Télévision Suisse-Romande', 'id': 1245}]",Three Colors: Red,
"[{'name': 'Universal Pictures', 'id': 33}]",Scarface,
"[{'name': 'Zentropa Entertainments', 'id': 76}]",Italian for Beginners,
"[{'name': 'LJ Film', 'id': 139}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Cineclick Asia', 'id': 685}, {'name': 'Korea Pictures', 'id': 11554}, {'name': 'Cinesoul', 'id': 11555}, {'name': 'Mirae Asset Capital', 'id': 11556}, {'name': 'Muhan Investment', 'id': 11557}]","Spring, Summer, Fall, Winter... and Spring",
"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",Pretty Woman,
"[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",The Big Lebowski,
"[{'name': 'DreamWorks', 'id': 7}]",Match Point,
"[{'name': 'Paramount Pictures', 'id': 4}]",The Untouchables,
"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Plan B Entertainment', 'id': 45778}, {'name': 'Theobald Film Productions', 'id': 55512}]",Charlie and the Chocolate Factory,
"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",The Lord of the Rings: The Fellowship of the Ring,
"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",The Lord of the Rings: The Two Towers,
"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}]",The Lord of the Rings: The Return of the King,
"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}]",The Lord of the Rings,
"[{'name': 'P.P. Film Polski', 'id': 1587}]",No End,
"[{'name': 'P.P. Film Polski', 'id': 1587}]",Blind Chance,
"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}]",Princess Mononoke,
"[{'name': 'Studio Ghibli', 'id': 10342}]",Spirited Away,
"[{'name': 'The Criterion Collection', 'id': 10932}, {'name': 'Maysles Films', 'id': 14563}]",The Rolling Stones: Gimme Shelter,
"[{'name': 'Drew Associates', 'id': 2401}, {'name': 'Time', 'id': 2402}]",Primary,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Working Title Films', 'id': 10163}]","O Brother, Where Art Thou?",
"[{'name': 'Docurama', 'id': 39}]",Dont Look Back,
"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Freaks,
"[{'name': 'Columbia Pictures', 'id': 5}]",Groundhog Day,
"[{'name': 'Universal Pictures', 'id': 33}]",Dracula,
"[{'name': 'Nimbus Film Productions', 'id': 11672}]",Mifune,
"[{'name': 'Televisión Española TVE', 'id': 6780}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'El Deseo S.A.', 'id': 11736}]",Bad Education,
"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]",Donnie Darko,
"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Good Machine', 'id': 10565}]",Brokeback Mountain,
"[{'name': 'Universal Pictures', 'id': 33}]",All Quiet on the Western Front,
"[{'name': 'Road Movies Filmproduktion GmbH', 'id': 45}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]",Wings of Desire,
"[{'name': 'Trust Film', 'id': 123}, {'name': 'Danish Film Institute', 'id': 125}]",Breaking the Waves,
"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Good Machine', 'id': 10565}, {'name': 'EDKO Film', 'id': 12205}, {'name': 'Asia Union Film & Entertainment Ltd.', 'id': 20289}, {'name': 'United China Vision', 'id': 20290}, {'name': 'Zoom Hunt International Productions Company Ltd.', 'id': 20291}]","Crouching Tiger, Hidden Dragon",
"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'Sédif Productions', 'id': 10897}, {'name': 'The Criterion Collection', 'id': 10932}]",The 400 Blows,
"[{'name': 'Hotshot Films', 'id': 78}]",The Secret Life of Words,
"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Toho Company', 'id': 882}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'Kodansha', 'id': 6999}, {'name': 'Tokyo Movie Shinsha (TMS)', 'id': 9155}, {'name': 'TMS Entertainment', 'id': 10919}, {'name': 'Akira Committee Company Ltd.', 'id': 10920}, {'name': 'Sumitomo Corporation', 'id': 10921}]",Akira,
"[{'name': 'Paramount Pictures', 'id': 4}]",48 Hrs.,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek: The Motion Picture,
"[{'name': 'American Zoetrope', 'id': 70}]",Lost in Translation,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek II: The Wrath of Khan,
"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]",The Dark Knight,
"[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'Nordisk Film', 'id': 235}, {'name': 'Scottish Screen', 'id': 698}, {'name': 'TV2 Danmark', 'id': 758}, {'name': 'The Glasgow Film Fund', 'id': 980}]",Wilbur Wants to Kill Himself,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek III: The Search for Spock,
"[{'name': 'Touchstone', 'id': 7594}]",Knockin' on Heaven's Door,
"[{'name': 'Constantin Film', 'id': 47}, {'name': 'Olga-Film GmbH (München)', 'id': 99}]",Maybe... Maybe Not,
"[{'name': 'Lumière', 'id': 11793}]",The Arrival of a Train at La Ciotat,
"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films II', 'id': 24939}]",Ocean's Eleven,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Edward Scissorhands,
"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films III', 'id': 12202}]",Ocean's Twelve,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jurow-Shepherd', 'id': 11355}]",Breakfast at Tiffany's,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",Back to the Future Part II,
"[{'name': 'Gaumont', 'id': 9}, {'name': 'Gaumont International', 'id': 7961}, {'name': 'Production Marcel Dassault', 'id': 28766}]",The Party,
"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}]",K-PAX,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek IV: The Voyage Home,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Silver Pictures', 'id': 1885}]",Predator 2,
"[{'name': 'DNA Films', 'id': 284}, {'name': 'British Film Council', 'id': 10889}]",28 Days Later,
"[{'name': 'Gaumont', 'id': 9}, {'name': 'Gaumont International', 'id': 7961}, {'name': 'Production Marcel Dassault', 'id': 28766}]",The Party 2,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek V: The Final Frontier,
"[{'name': 'Walt Disney Productions', 'id': 3166}]","20,000 Leagues Under the Sea",
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek VI: The Undiscovered Country,
"[{'name': 'Gaumont', 'id': 9}]",The Big Blue,
"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}, {'name': 'Saw Productions Inc.', 'id': 55405}]",Saw,
"[{'name': 'TriStar Pictures', 'id': 559}]",The Fisher King,
"[{'name': 'Trilogy Entertainment Group', 'id': 2231}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Blown Away,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Motion Picture JOTA Produktions', 'id': 20194}]",The Interpreter,
"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Tulip Productions', 'id': 766}, {'name': 'Ronald Shusett/Gary Goldman', 'id': 26265}, {'name': 'Digital Image Associates', 'id': 76068}]",Minority Report,
"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Section Eight Productions', 'id': 14315}, {'name': 'Sunset Gower Studios', 'id': 70319}]",The Good German,
"[{'name': 'Universal Pictures', 'id': 33}]",The Wizard,
"[{'name': 'Miramax Films', 'id': 14}]",Jackie Brown,
"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}]",A Clockwork Orange,
"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'FilmEngine', 'id': 816}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Ascendant Pictures', 'id': 1204}, {'name': 'VIP Medienfonds 4', 'id': 2116}, {'name': 'The Complex Studio', 'id': 21962}]",Lucky Number Slevin,
"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Miramax', 'id': 53009}]",Sin City,
"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'AR Films', 'id': 11005}, {'name': 'Aldamisa Entertainment', 'id': 11006}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'Solipsist Film', 'id': 29076}, {'name': 'Residaco', 'id': 41658}]",Sin City: A Dame to Kill For,
"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Les Films Ariane', 'id': 7110}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}, {'name': 'Cristaldifilm', 'id': 45693}]",The Name of the Rose,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek: Generations,
"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]",Amélie,
"[{'name': 'Paramount Pictures', 'id': 4}]",Trouble in Paradise,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",Back to the Future Part III,
"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",Braveheart,
"[{'name': 'United Artists', 'id': 60}]",To Be or Not to Be,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Digital Image Associates', 'id': 76068}]",Star Trek: First Contact,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek: Insurrection,
"[{'name': 'Paramount Pictures', 'id': 4}]",Star Trek: Nemesis,
"[{'name': 'Scorsese Productions', 'id': 120}]",Mean Streets,
"[{'name': 'Véra Films', 'id': 141}, {'name': 'Fono Roma', 'id': 144}, {'name': 'Filmsonor', 'id': 534}, {'name': 'Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'id': 11788}]",The Wages of Fear,
"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'United Artists', 'id': 60}, {'name': 'Industrial Development Corporation of South Africa', 'id': 564}, {'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Miracle Pictures', 'id': 2760}, {'name': 'Sixth Sense Productions', 'id': 7495}, {'name': 'Mikado Film', 'id': 11912}, {'name': 'Inside Track Films', 'id': 19834}]",Hotel Rwanda,
[],Paradise Found,
"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",Dead Poets Society,
"[{'name': 'Luna Filmproduktion', 'id': 402}]",Berlin is in Germany,
"[{'name': 'Warner Bros.', 'id': 6194}]",Arsenic and Old Lace,
"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",North by Northwest,
"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}]",Saw III,
"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Got Films', 'id': 1053}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}, {'name': 'Saw 2 Productions', 'id': 64651}]",Saw II,
"[{'name': 'Filmverlag der Autoren', 'id': 10869}, {'name': 'Tango Film', 'id': 11626}]",Ali: Fear Eats the Soul,
"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",Indiana Jones and the Kingdom of the Crystal Skull,
"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Hemdale Film', 'id': 3952}, {'name': 'Cinema 84', 'id': 4764}, {'name': 'Euro Film Funding', 'id': 7745}]",The Terminator,
"[{'name': 'El Deseo', 'id': 49}]",Volver,
"[{'name': 'Warner Bros.', 'id': 6194}]",East of Eden,
"[{'name': 'Warner Bros.', 'id': 6194}]",Rebel Without a Cause,
"[{'name': 'Deutsche Vereinsfilm AG', 'id': 50}, {'name': 'Fox Europa Produktion', 'id': 51}]",Berlin: Symphony of a Great City,
"[{'name': 'Selznick International Pictures', 'id': 1553}]",Rebecca,
"[{'name': 'Film Polski Film Agency', 'id': 52}, {'name': 'Zespól Filmowy ""X""', 'id': 6804}]",Man of Marble,
